EVENT,URL,DATE,LOCATION,timestamp,year,month,day,day_of_week,city,state,country,is_ppv,is_fight_night
UFC Fight Night: Dos Santos vs. Tuivasa,http://ufcstats.com/event-details/d1d20e651e6cbc02,2018-12-01,"Adelaide, South Australia, Australia",,2018,12,1,5,Adelaide,South Australia,Australia,False,True
The Ultimate Fighter: Heavy Hitters Finale,http://ufcstats.com/event-details/c7ac79839e86ce33,2018-11-30,"Las Vegas, Nevada, USA",,2018,11,30,4,Las Vegas,Nevada,USA,False,False
UFC Fight Night: Blaydes vs. Ngannou 2,http://ufcstats.com/event-details/de25520d54eab12d,2018-11-24,"Beijing, China",,2018,11,24,5,Beijing,China,,False,True
UFC Fight Night: Magny vs. Ponzinibbio,http://ufcstats.com/event-details/aa3153a9941b4d44,2018-11-17,"Buenos Aires, Buenos Aires, Argentina",,2018,11,17,5,Buenos Aires,Buenos Aires,Argentina,False,True
UFC Fight Night: Korean Zombie vs. Rodriguez,http://ufcstats.com/event-details/42c96a9c4802e2e1,2018-11-10,"Denver, Colorado, USA",,2018,11,10,5,Denver,Colorado,USA,False,True
UFC 230: Cormier vs. Lewis,http://ufcstats.com/event-details/20821819c401ced8,2018-11-03,"New York City, New York, USA",,2018,11,3,5,New York City,New York,USA,True,False
UFC Fight Night: Oezdemir vs. Smith,http://ufcstats.com/event-details/33a331684283900f,2018-10-27,"Moncton, New Brunswick, Canada",,2018,10,27,5,Moncton,New Brunswick,Canada,False,True
UFC 229: Khabib vs. McGregor,http://ufcstats.com/event-details/1ef0eae31904e534,2018-10-06,"Las Vegas, Nevada, USA",,2018,10,6,5,Las Vegas,Nevada,USA,True,False
UFC Fight Night: Marreta vs. Anders,http://ufcstats.com/event-details/852454c572675334,2018-09-22,"Sao Paulo, Sao Paulo, Brazil",,2018,9,22,5,Sao Paulo,Sao Paulo,Brazil,False,True
UFC Fight Night: Hunt vs. Oleinik,http://ufcstats.com/event-details/8d49545dadf9b919,2018-09-15,"Moscow, Moscow, Russia",,2018,9,15,5,Moscow,Moscow,Russia,False,True
UFC 228: Woodley vs. Till,http://ufcstats.com/event-details/d5ae8074631762fc,2018-09-08,"Dallas, Texas, USA",,2018,9,8,5,Dallas,Texas,USA,True,False
UFC Fight Night: Gaethje vs. Vick,http://ufcstats.com/event-details/c0342805a1948cbb,2018-08-25,"Lincoln, Nebraska, USA",,2018,8,25,5,Lincoln,Nebraska,USA,False,True
UFC 227: Dillashaw vs. Garbrandt 2,http://ufcstats.com/event-details/03b1e846b09f721d,2018-08-04,"Los Angeles, California, USA",,2018,8,4,5,Los Angeles,California,USA,True,False
UFC Fight Night: Alvarez vs. Poirier 2,http://ufcstats.com/event-details/322a56923b396b4d,2018-07-28,"Calgary, Alberta, Canada",,2018,7,28,5,Calgary,Alberta,Canada,False,True
UFC Fight Night: Shogun vs. Smith,http://ufcstats.com/event-details/4f732e58ed907eff,2018-07-22,"Hamburg, Hamburg, Germany",,2018,7,22,6,Hamburg,Hamburg,Germany,False,True
UFC Fight Night: Dos Santos vs. Ivanov,http://ufcstats.com/event-details/b45d6b73f4ca4467,2018-07-14,"Boise, Idaho, USA",,2018,7,14,5,Boise,Idaho,USA,False,True
UFC 226: Miocic vs. Cormier,http://ufcstats.com/event-details/35585d970300d45a,2018-07-07,"Las Vegas, Nevada, USA",,2018,7,7,5,Las Vegas,Nevada,USA,True,False
The Ultimate Fighter: Undefeated Finale,http://ufcstats.com/event-details/8215e4fe24e8e81b,2018-07-06,"Las Vegas, Nevada, USA",,2018,7,6,4,Las Vegas,Nevada,USA,False,False
UFC Fight Night: Cowboy vs. Edwards,http://ufcstats.com/event-details/ac5f67109accb482,2018-06-23,"Kallang, Singapore",,2018,6,23,5,Kallang,Singapore,,False,True
UFC 225: Whittaker vs. Romero 2,http://ufcstats.com/event-details/2eae41f61776c60f,2018-06-09,"Chicago, Illinois, USA",,2018,6,9,5,Chicago,Illinois,USA,True,False
UFC Fight Night: Rivera vs. Moraes,http://ufcstats.com/event-details/d29b5c4f22c6357d,2018-06-01,"Utica, New York, USA",,2018,6,1,4,Utica,New York,USA,False,True
UFC Fight Night: Thompson vs. Till,http://ufcstats.com/event-details/f5990c11974d8e9c,2018-05-27,"Liverpool, England, United Kingdom",,2018,5,27,6,Liverpool,England,United Kingdom,False,True
UFC Fight Night: Maia vs. Usman,http://ufcstats.com/event-details/3144121470023e9a,2018-05-19,"Santiago, Chile",,2018,5,19,5,Santiago,Chile,,False,True
UFC 224: Nunes vs. Pennington,http://ufcstats.com/event-details/67ec58d7cf599835,2018-05-12,"Rio de Janeiro, Rio de Janeiro, Brazil",,2018,5,12,5,Rio de Janeiro,Rio de Janeiro,Brazil,True,False
UFC Fight Night: Barboza vs. Lee,http://ufcstats.com/event-details/ad99fa5325519169,2018-04-21,"Atlantic City, New Jersey, USA",,2018,4,21,5,Atlantic City,New Jersey,USA,False,True
UFC Fight Night: Poirier vs. Gaethje,http://ufcstats.com/event-details/620be7e0712d431b,2018-04-14,"Glendale, Arizona, USA",,2018,4,14,5,Glendale,Arizona,USA,False,True
UFC 223: Khabib vs. Iaquinta,http://ufcstats.com/event-details/49e7e05f902479ca,2018-04-07,"Brooklyn, New York, USA",,2018,4,7,5,Brooklyn,New York,USA,True,False
UFC Fight Night: Werdum vs. Volkov,http://ufcstats.com/event-details/eed2b71d77d95416,2018-03-17,"London, England, United Kingdom",,2018,3,17,5,London,England,United Kingdom,False,True
UFC 222: Cyborg vs. Kunitskaya,http://ufcstats.com/event-details/7929be8290289a47,2018-03-03,"Las Vegas, Nevada, USA",,2018,3,3,5,Las Vegas,Nevada,USA,True,False
UFC Fight Night: Emmett vs. Stephens,http://ufcstats.com/event-details/daa89f01e1c0f42a,2018-02-24,"Orlando, Florida, USA",,2018,2,24,5,Orlando,Florida,USA,False,True
UFC Fight Night: Cerrone vs. Medeiros,http://ufcstats.com/event-details/d181689653115b6a,2018-02-18,"Austin, Texas, USA",,2018,2,18,6,Austin,Texas,USA,False,True
UFC 221: Romero vs. Rockhold,http://ufcstats.com/event-details/15515e797aedc137,2018-02-10,"Perth, Western Australia, Australia",,2018,2,10,5,Perth,Western Australia,Australia,True,False
UFC Fight Night: Machida vs. Anders,http://ufcstats.com/event-details/7cf20446453f852b,2018-02-03,"Belem, Para, Brazil",,2018,2,3,5,Belem,Para,Brazil,False,True
UFC Fight Night: Jacare vs. Brunson 2,http://ufcstats.com/event-details/602bb270f2bdbf02,2018-01-27,"Charlotte, North Carolina, USA",,2018,1,27,5,Charlotte,North Carolina,USA,False,True
UFC 220: Miocic vs. Ngannou,http://ufcstats.com/event-details/02177caefe7c07d4,2018-01-20,"Boston, Massachusetts, USA",,2018,1,20,5,Boston,Massachusetts,USA,True,False
UFC Fight Night: Stephens vs. Choi,http://ufcstats.com/event-details/fc1868f56d3036eb,2018-01-14,"St. Louis, Missouri, USA",,2018,1,14,6,St. Louis,Missouri,USA,False,True
UFC 219: Cyborg vs. Holm,http://ufcstats.com/event-details/04076783ca83d6ae,2017-12-30,"Las Vegas, Nevada, USA",,2017,12,30,5,Las Vegas,Nevada,USA,True,False
UFC Fight Night: Lawler vs. Dos Anjos,http://ufcstats.com/event-details/eaa0a728cc91ef60,2017-12-16,"Winnipeg, Manitoba, Canada",,2017,12,16,5,Winnipeg,Manitoba,Canada,False,True
UFC Fight Night: Swanson vs. Ortega,http://ufcstats.com/event-details/bcd124bcd3d5be46,2017-12-09,"Fresno, California, USA",,2017,12,9,5,Fresno,California,USA,False,True
UFC 218: Holloway vs. Aldo 2,http://ufcstats.com/event-details/9e30f69cc0869301,2017-12-02,"Detroit, Michigan, USA",,2017,12,2,5,Detroit,Michigan,USA,True,False
The Ultimate Fighter: A New World Champion Finale,http://ufcstats.com/event-details/30e8b4505f5ccf92,2017-12-01,"Las Vegas, Nevada, USA",,2017,12,1,4,Las Vegas,Nevada,USA,False,False
UFC Fight Night: Bisping vs. Gastelum,http://ufcstats.com/event-details/e7bc606d269896aa,2017-11-25,"Shanghai, Hebei, China",,2017,11,25,5,Shanghai,Hebei,China,False,True
UFC Fight Night: Werdum vs. Tybura,http://ufcstats.com/event-details/caced97768818230,2017-11-18,"Sydney, New South Wales, Australia",,2017,11,18,5,Sydney,New South Wales,Australia,False,True
UFC Fight Night: Poirier vs. Pettis,http://ufcstats.com/event-details/d856a0080ac09ed7,2017-11-11,"Norfolk, Virginia, USA",,2017,11,11,5,Norfolk,Virginia,USA,False,True
UFC 217: Bisping vs. St-Pierre,http://ufcstats.com/event-details/a25b71fe5e31fa97,2017-11-04,"New York City, New York, USA",,2017,11,4,5,New York City,New York,USA,True,False
UFC Fight Night: Brunson vs. Machida,http://ufcstats.com/event-details/a7724f51e32e763e,2017-10-28,"Sao Paulo, Sao Paulo, Brazil",,2017,10,28,5,Sao Paulo,Sao Paulo,Brazil,False,True
UFC Fight Night: Cerrone vs. Till,http://ufcstats.com/event-details/d6b68eaf4b68b160,2017-10-21,"Gdansk, Poland",,2017,10,21,5,Gdansk,Poland,,False,True
UFC 216: Ferguson vs. Lee,http://ufcstats.com/event-details/cc5834a495d1ea08,2017-10-07,"Las Vegas, Nevada, USA",,2017,10,7,5,Las Vegas,Nevada,USA,True,False
UFC Fight Night: Saint Preux vs. Okami,http://ufcstats.com/event-details/9211aae062b799d6,2017-09-22,"Saitama, Saitama, Japan",,2017,9,22,4,Saitama,Saitama,Japan,False,True
UFC Fight Night: Rockhold vs. Branch,http://ufcstats.com/event-details/1979c80150f630c4,2017-09-16,"Pittsburgh, Pennsylvania, USA",,2017,9,16,5,Pittsburgh,Pennsylvania,USA,False,True
UFC 215: Nunes vs Shevchenko 2,http://ufcstats.com/event-details/d86e913c548c07c2,2017-09-09,"Edmonton, Alberta, Canada",,2017,9,9,5,Edmonton,Alberta,Canada,True,False
UFC Fight Night: Volkov vs. Struve,http://ufcstats.com/event-details/a3244e3238541482,2017-09-02,"Rotterdam, Zuid-Holland, Netherlands",,2017,9,2,5,Rotterdam,Zuid-Holland,Netherlands,False,True
UFC Fight Night: Pettis vs. Moreno,http://ufcstats.com/event-details/f4a031ac205ac580,2017-08-05,"Mexico City, Distrito Federal, Mexico",,2017,8,5,5,Mexico City,Distrito Federal,Mexico,False,True
UFC 214: Cormier vs. Jones 2,http://ufcstats.com/event-details/ff9578cdbfabd323,2017-07-29,"Anaheim, California, USA",,2017,7,29,5,Anaheim,California,USA,True,False
UFC Fight Night: Weidman vs. Gastelum,http://ufcstats.com/event-details/9f3d6ddef3d3cccc,2017-07-22,"Uniondale, New York, USA",,2017,7,22,5,Uniondale,New York,USA,False,True
UFC Fight Night: Nelson vs. Ponzinibbio,http://ufcstats.com/event-details/d7907a9a968e4d29,2017-07-16,"Glasgow, Scotland, United Kingdom",,2017,7,16,6,Glasgow,Scotland,United Kingdom,False,True
UFC 213: Romero vs. Whittaker,http://ufcstats.com/event-details/686cccbf1a4de453,2017-07-08,"Las Vegas, Nevada, USA",,2017,7,8,5,Las Vegas,Nevada,USA,True,False
The Ultimate Fighter: Redemption Finale,http://ufcstats.com/event-details/23bd78c3f89bdb54,2017-07-07,"Las Vegas, Nevada, USA",,2017,7,7,4,Las Vegas,Nevada,USA,False,False
UFC Fight Night: Chiesa vs. Lee,http://ufcstats.com/event-details/99bf06f20491cb54,2017-06-25,"Oklahoma City, Oklahoma, USA",,2017,6,25,6,Oklahoma City,Oklahoma,USA,False,True
UFC Fight Night: Holm vs. Correia,http://ufcstats.com/event-details/353de740bb6c7e75,2017-06-17,"Kallang, Singapore",,2017,6,17,5,Kallang,Singapore,,False,True
UFC Fight Night: Lewis vs. Hunt,http://ufcstats.com/event-details/90e7447d8b7f3f35,2017-06-10,"Auckland, New Zealand",,2017,6,10,5,Auckland,New Zealand,,False,True
UFC 212: Aldo vs. Holloway,http://ufcstats.com/event-details/1507214bbc7a79e2,2017-06-03,"Rio de Janeiro, Rio de Janeiro, Brazil",,2017,6,3,5,Rio de Janeiro,Rio de Janeiro,Brazil,True,False
UFC Fight Night: Gustafsson vs. Teixeira,http://ufcstats.com/event-details/1c7cce2f5c17160d,2017-05-28,"Stockholm, Sweden",,2017,5,28,6,Stockholm,Sweden,,False,True
UFC 211: Miocic vs. Dos Santos,http://ufcstats.com/event-details/5df10509264586e5,2017-05-13,"Dallas, Texas, USA",,2017,5,13,5,Dallas,Texas,USA,True,False
UFC Fight Night: Swanson vs. Lobov,http://ufcstats.com/event-details/bc7f7f0ba3db74d2,2017-04-22,"Nashville, Tennessee, USA",,2017,4,22,5,Nashville,Tennessee,USA,False,True
UFC on FOX: Johnson vs. Reis,http://ufcstats.com/event-details/ed069a95aaaf4f56,2017-04-15,"Kansas City, Missouri, USA",,2017,4,15,5,Kansas City,Missouri,USA,False,False
UFC 210: Cormier vs. Johnson 2,http://ufcstats.com/event-details/e7bfdb5e0112891e,2017-04-08,"Buffalo, New York, USA",,2017,4,8,5,Buffalo,New York,USA,True,False
UFC Fight Night: Manuwa vs. Anderson,http://ufcstats.com/event-details/c0231720fe516994,2017-03-18,"London, England, United Kingdom",,2017,3,18,5,London,England,United Kingdom,False,True
UFC Fight Night: Belfort vs. Gastelum,http://ufcstats.com/event-details/47b7e4e60813b7b2,2017-03-11,"Fortaleza, Ceara, Brazil",,2017,3,11,5,Fortaleza,Ceara,Brazil,False,True
UFC 209: Woodley vs. Thompson 2,http://ufcstats.com/event-details/20e403a1acfef130,2017-03-04,"Las Vegas, Nevada, USA",,2017,3,4,5,Las Vegas,Nevada,USA,True,False
UFC Fight Night: Lewis vs. Browne,http://ufcstats.com/event-details/b4ad3a06ee4d660c,2017-02-19,"Halifax, Nova Scotia, Canada",,2017,2,19,6,Halifax,Nova Scotia,Canada,False,True
UFC 208: Holm vs. De Randamie,http://ufcstats.com/event-details/865aa315ea62c511,2017-02-11,"Brooklyn, New York, USA",,2017,2,11,5,Brooklyn,New York,USA,True,False
UFC Fight Night: Bermudez vs. The Korean Zombie,http://ufcstats.com/event-details/6a8a06b542e1516d,2017-02-04,"Houston, Texas, USA",,2017,2,4,5,Houston,Texas,USA,False,True
UFC on FOX: Shevchenko vs. Pena,http://ufcstats.com/event-details/4512e46543b960ad,2017-01-28,"Denver, Colorado, USA",,2017,1,28,5,Denver,Colorado,USA,False,False
UFC Fight Night: Rodriguez vs. Penn,http://ufcstats.com/event-details/46effbd1135423c5,2017-01-15,"Phoenix, Arizona, USA",,2017,1,15,6,Phoenix,Arizona,USA,False,True
UFC 207: Nunes vs. Rousey,http://ufcstats.com/event-details/4b2390cfaceb91d8,2016-12-30,"Las Vegas, Nevada, USA",,2016,12,30,4,Las Vegas,Nevada,USA,True,False
UFC on FOX: VanZant vs. Waterson,http://ufcstats.com/event-details/32541eb5d12668b4,2016-12-17,"Sacramento, California, USA",,2016,12,17,5,Sacramento,California,USA,False,False
UFC 206: Holloway vs. Pettis,http://ufcstats.com/event-details/6e3282d57d2467a0,2016-12-10,"Toronto, Ontario, Canada",,2016,12,10,5,Toronto,Ontario,Canada,True,False
UFC Fight Night: Lewis vs. Abdurakhimov,http://ufcstats.com/event-details/7139cd2ae4bf6a29,2016-12-09,"Albany, New York, USA",,2016,12,9,4,Albany,New York,USA,False,True
The Ultimate Fighter: Tournament of Champions Finale,http://ufcstats.com/event-details/bd4389b71fdc0ce2,2016-12-03,"Las Vegas, Nevada, USA",,2016,12,3,5,Las Vegas,Nevada,USA,False,False
UFC Fight Night: Whittaker vs. Brunson,http://ufcstats.com/event-details/73e09f837f3b5ecc,2016-11-26,"Melbourne, Victoria, Australia",,2016,11,26,5,Melbourne,Victoria,Australia,False,True
UFC Fight Night: Bader vs. Nogueira,http://ufcstats.com/event-details/5cde96e0a1a1fffe,2016-11-19,"Sao Paulo, Sao Paulo, Brazil",,2016,11,19,5,Sao Paulo,Sao Paulo,Brazil,False,True
UFC Fight Night: Mousasi vs. Hall 2,http://ufcstats.com/event-details/6810d8d2dd557cf9,2016-11-19,"Belfast, Northern Ireland, United Kingdom",,2016,11,19,5,Belfast,Northern Ireland,United Kingdom,False,True
UFC 205: Alvarez vs McGregor,http://ufcstats.com/event-details/4956f60b7fa57c1a,2016-11-12,"New York City, New York, USA",,2016,11,12,5,New York City,New York,USA,True,False
UFC Fight Night: Dos Anjos vs. Ferguson,http://ufcstats.com/event-details/6083f497c22cc075,2016-11-05,"Mexico City, Distrito Federal, Mexico",,2016,11,5,5,Mexico City,Distrito Federal,Mexico,False,True
UFC 204: Bisping vs. Henderson,http://ufcstats.com/event-details/154a6b3ffae264cd,2016-10-08,"Manchester, England, United Kingdom",,2016,10,8,5,Manchester,England,United Kingdom,True,False
UFC Fight Night: Lineker vs. Dodson,http://ufcstats.com/event-details/a196332ee4aa8a82,2016-10-01,"Portland, Oregon, USA",,2016,10,1,5,Portland,Oregon,USA,False,True
UFC Fight Night: Cyborg vs. Lansberg,http://ufcstats.com/event-details/e18012194473e8b0,2016-09-24,"Brasilia, Distrito Federal, Brazil",,2016,9,24,5,Brasilia,Distrito Federal,Brazil,False,True
UFC Fight Night: Poirier vs. Johnson,http://ufcstats.com/event-details/d6455cb4bee503ce,2016-09-17,"Hidalgo, Texas, USA",,2016,9,17,5,Hidalgo,Texas,USA,False,True
UFC 203: Miocic vs. Overeem,http://ufcstats.com/event-details/2dc7f1762dc0a7ef,2016-09-10,"Cleveland, Ohio, USA",,2016,9,10,5,Cleveland,Ohio,USA,True,False
UFC Fight Night: Arlovski vs. Barnett,http://ufcstats.com/event-details/2b4faacc16d66898,2016-09-03,"Hamburg, Hamburg, Germany",,2016,9,3,5,Hamburg,Hamburg,Germany,False,True
UFC on FOX: Maia vs. Condit,http://ufcstats.com/event-details/cfbccfed4e4796fe,2016-08-27,"Vancouver, British Columbia, Canada",,2016,8,27,5,Vancouver,British Columbia,Canada,False,False
UFC 202: Diaz vs. McGregor 2,http://ufcstats.com/event-details/5da4e8dc02e50ac0,2016-08-20,"Las Vegas, Nevada, USA",,2016,8,20,5,Las Vegas,Nevada,USA,True,False
UFC Fight Night: Rodriguez vs. Caceres,http://ufcstats.com/event-details/232c582f29f8f65e,2016-08-06,"Salt Lake City, Utah, USA",,2016,8,6,5,Salt Lake City,Utah,USA,False,True
UFC 201: Lawler vs. Woodley,http://ufcstats.com/event-details/72cbe507644a587c,2016-07-30,"Atlanta, Georgia, USA",,2016,7,30,5,Atlanta,Georgia,USA,True,False
UFC on FOX: Holm vs. Shevchenko,http://ufcstats.com/event-details/8a028648f3f0761d,2016-07-23,"Chicago, Illinois, USA",,2016,7,23,5,Chicago,Illinois,USA,False,False
UFC Fight Night: McDonald vs. Lineker,http://ufcstats.com/event-details/5e7a28f20927d64a,2016-07-13,"Sioux Falls, South Dakota, USA",,2016,7,13,2,Sioux Falls,South Dakota,USA,False,True
UFC 200: Tate vs Nunes,http://ufcstats.com/event-details/aa5b4eff51bdc7d1,2016-07-09,"Las Vegas, Nevada, USA",,2016,7,9,5,Las Vegas,Nevada,USA,True,False
The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,http://ufcstats.com/event-details/cd42bbe8887bba90,2016-07-08,"Las Vegas, Nevada, USA",,2016,7,8,4,Las Vegas,Nevada,USA,False,False
UFC Fight Night: Dos Anjos vs. Alvarez,http://ufcstats.com/event-details/45a2ba3ef82b9700,2016-07-07,"Las Vegas, Nevada, USA",,2016,7,7,3,Las Vegas,Nevada,USA,False,True
UFC Fight Night: MacDonald vs Thompson,http://ufcstats.com/event-details/563d051c9e769b24,2016-06-18,"Ottawa, Ontario, Canada",,2016,6,18,5,Ottawa,Ontario,Canada,False,True
UFC 199: Rockhold vs. Bisping 2,http://ufcstats.com/event-details/ff4c3ab594c7fac3,2016-06-04,"Los Angeles, California, USA",,2016,6,4,5,Los Angeles,California,USA,True,False
UFC Fight Night: Almeida vs Garbrandt,http://ufcstats.com/event-details/990060b2a68a7b82,2016-05-29,"Las Vegas, Nevada, USA",,2016,5,29,6,Las Vegas,Nevada,USA,False,True
UFC 198: Werdum vs Miocic,http://ufcstats.com/event-details/a4bf17bd3ba3423b,2016-05-14,"Curitiba, Parana, Brazil",,2016,5,14,5,Curitiba,Parana,Brazil,True,False
UFC Fight Night: Overeem vs Arlovski,http://ufcstats.com/event-details/a314687f372b2cec,2016-05-08,"Rotterdam, Zuid-Holland, Netherlands",,2016,5,8,6,Rotterdam,Zuid-Holland,Netherlands,False,True
UFC 197: Jones vs Saint Preux,http://ufcstats.com/event-details/3d481aa374c954a1,2016-04-23,"Las Vegas, Nevada, USA",,2016,4,23,5,Las Vegas,Nevada,USA,True,False
UFC on FOX: Teixeira vs Evans,http://ufcstats.com/event-details/e7e970d508529bf3,2016-04-16,"Tampa, Florida, USA",,2016,4,16,5,Tampa,Florida,USA,False,False
UFC Fight Night: Rothwell vs Dos Santos,http://ufcstats.com/event-details/4887e5bc4dbb73ff,2016-04-10,"Zagreb, Croatia",,2016,4,10,6,Zagreb,Croatia,,False,True
UFC Fight Night: Hunt vs Mir,http://ufcstats.com/event-details/e60201cfab7d656d,2016-03-19,"Brisbane, Queensland, Australia",,2016,3,19,5,Brisbane,Queensland,Australia,False,True
UFC 196: McGregor vs Diaz,http://ufcstats.com/event-details/db1f2ed63b54b9a7,2016-03-05,"Las Vegas, Nevada, USA",,2016,3,5,5,Las Vegas,Nevada,USA,True,False
UFC Fight Night: Silva vs Bisping,http://ufcstats.com/event-details/39c568f8c579913e,2016-02-27,"London, England, United Kingdom",,2016,2,27,5,London,England,United Kingdom,False,True
UFC Fight Night: Cowboy vs Cowboy,http://ufcstats.com/event-details/d56bb6dff2ae77eb,2016-02-21,"Pittsburgh, Pennsylvania, USA",,2016,2,21,6,Pittsburgh,Pennsylvania,USA,False,True
UFC Fight Night: Hendricks vs Thompson,http://ufcstats.com/event-details/de99da2c0d18d34a,2016-02-06,"Las Vegas, Nevada, USA",,2016,2,6,5,Las Vegas,Nevada,USA,False,True
UFC on FOX: Johnson vs. Bader,http://ufcstats.com/event-details/b3fb8d2293e17a59,2016-01-30,"Newark, New Jersey, USA",,2016,1,30,5,Newark,New Jersey,USA,False,False
UFC Fight Night: Dillashaw vs Cruz,http://ufcstats.com/event-details/c6becb722706c7d8,2016-01-17,"Boston, Massachusetts, USA",,2016,1,17,6,Boston,Massachusetts,USA,False,True
UFC 195: Lawler vs Condit,http://ufcstats.com/event-details/380e8b023290d091,2016-01-02,"Las Vegas, Nevada, USA",,2016,1,2,5,Las Vegas,Nevada,USA,True,False
UFC on FOX: Dos Anjos vs. Cowboy 2,http://ufcstats.com/event-details/80d918336163b80c,2015-12-19,"Orlando, Florida, USA",,2015,12,19,5,Orlando,Florida,USA,False,False
UFC 194: Aldo vs McGregor,http://ufcstats.com/event-details/354808cf38d9d73c,2015-12-12,"Las Vegas, Nevada, USA",,2015,12,12,5,Las Vegas,Nevada,USA,True,False
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,http://ufcstats.com/event-details/20fbff570c678e1c,2015-12-11,"Las Vegas, Nevada, USA",,2015,12,11,4,Las Vegas,Nevada,USA,False,False
UFC Fight Night: Namajunas vs. VanZant,http://ufcstats.com/event-details/dd39f1ca787a3d9d,2015-12-10,"Las Vegas, Nevada, USA",,2015,12,10,3,Las Vegas,Nevada,USA,False,True
UFC Fight Night: Henderson vs Masvidal,http://ufcstats.com/event-details/4d636c3aa1105950,2015-11-28,"Seoul, South Korea",,2015,11,28,5,Seoul,South Korea,,False,True
UFC Fight Night: Magny vs Gastelum,http://ufcstats.com/event-details/243b07fc65ccbb16,2015-11-21,"Monterrey, Nuevo Leon, Mexico",,2015,11,21,5,Monterrey,Nuevo Leon,Mexico,False,True
UFC 193: Rousey vs Holm,http://ufcstats.com/event-details/8d04923f2db59b7f,2015-11-14,"Melbourne, Victoria, Australia",,2015,11,14,5,Melbourne,Victoria,Australia,True,False
UFC Fight Night: Belfort vs Henderson 3,http://ufcstats.com/event-details/5345f86680378fc1,2015-11-07,"Sao Paulo, Sao Paulo, Brazil",,2015,11,7,5,Sao Paulo,Sao Paulo,Brazil,False,True
UFC Fight Night: Holohan vs Smolka,http://ufcstats.com/event-details/f3155a94ca420126,2015-10-24,"Dublin, Leinster, Ireland",,2015,10,24,5,Dublin,Leinster,Ireland,False,True
UFC 192: Cormier vs Gustafsson,http://ufcstats.com/event-details/119ebea97e914dcf,2015-10-03,"Houston, Texas, USA",,2015,10,3,5,Houston,Texas,USA,True,False
UFC Fight Night: Barnett vs Nelson,http://ufcstats.com/event-details/a4dd5c9a75763295,2015-09-26,"Saitama, Japan",,2015,9,26,5,Saitama,Japan,,False,True
UFC 191: Johnson vs Dodson 2,http://ufcstats.com/event-details/82f5c81f4e3c3eb5,2015-09-05,"Las Vegas, Nevada, USA",,2015,9,5,5,Las Vegas,Nevada,USA,True,False
UFC Fight Night: Holloway vs Oliveira,http://ufcstats.com/event-details/2ce6541127b0e232,2015-08-23,"Saskatoon, Saskatchewan, Canada",,2015,8,23,6,Saskatoon,Saskatchewan,Canada,False,True
UFC Fight Night: Teixeira vs Saint Preux,http://ufcstats.com/event-details/b71667c778b6d9e5,2015-08-08,"Nashville, Tennessee, USA",,2015,8,8,5,Nashville,Tennessee,USA,False,True
UFC 190: Rousey vs Correia,http://ufcstats.com/event-details/a9c45a8b21eabadc,2015-08-01,"Rio de Janeiro, Rio de Janeiro, Brazil",,2015,8,1,5,Rio de Janeiro,Rio de Janeiro,Brazil,True,False
UFC on FOX: Dillashaw vs. Barao II,http://ufcstats.com/event-details/0c3838c8f7c620c2,2015-07-25,"Chicago, Illinois, USA",,2015,7,25,5,Chicago,Illinois,USA,False,False
UFC Fight Night: Bisping vs Leites,http://ufcstats.com/event-details/ef7fa30364cbe7f2,2015-07-18,"Glasgow, Scotland, United Kingdom",,2015,7,18,5,Glasgow,Scotland,United Kingdom,False,True
UFC Fight Night: Mir vs Duffee,http://ufcstats.com/event-details/36877f0e62b25b96,2015-07-15,"San Diego, California, USA",,2015,7,15,2,San Diego,California,USA,False,True
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,http://ufcstats.com/event-details/a890f9a791ed615d,2015-07-12,"Las Vegas, Nevada, USA",,2015,7,12,6,Las Vegas,Nevada,USA,False,False
UFC 189: Mendes vs McGregor,http://ufcstats.com/event-details/3be081c29bf734d9,2015-07-11,"Las Vegas, Nevada, USA",,2015,7,11,5,Las Vegas,Nevada,USA,True,False
UFC Fight Night: Machida vs Romero,http://ufcstats.com/event-details/86e388ed20761ad9,2015-06-27,"Hollywood, Florida, USA",,2015,6,27,5,Hollywood,Florida,USA,False,True
UFC Fight Night: Jedrzejczyk vs Penne,http://ufcstats.com/event-details/194fc025f9355db6,2015-06-20,"Berlin, Berlin, Germany",,2015,6,20,5,Berlin,Berlin,Germany,False,True
UFC 188: Velasquez vs Werdum,http://ufcstats.com/event-details/a58114c6dd0add64,2015-06-13,"Mexico City, Distrito Federal, Mexico",,2015,6,13,5,Mexico City,Distrito Federal,Mexico,True,False
UFC Fight Night: Boetsch vs Henderson,http://ufcstats.com/event-details/06dc1a58663579d2,2015-06-06,"New Orleans, Louisiana, USA",,2015,6,6,5,New Orleans,Louisiana,USA,False,True
UFC Fight Night: Condit vs Alves,http://ufcstats.com/event-details/aae0897825336b1a,2015-05-30,"Goiania, Goias, Brazil",,2015,5,30,5,Goiania,Goias,Brazil,False,True
UFC 187: Johnson vs Cormier,http://ufcstats.com/event-details/4f7e290e71d60f87,2015-05-23,"Las Vegas, Nevada, USA",,2015,5,23,5,Las Vegas,Nevada,USA,True,False
UFC Fight Night: Edgar vs Faber,http://ufcstats.com/event-details/b1605ea39fba6af6,2015-05-16,"Manila, Philippines",,2015,5,16,5,Manila,Philippines,,False,True
